ID,category,name,price,link,brand,warranty,type,Kích thước quạt (mm),socket_support,led,color,radiator_size,Số vòng quay của bơm (RPM),Số vòng quay của quạt (RPM),Lưu lượng không khí (CFM),noise_dba,weight_kg,Chiều cao (cm),material,tier,warranty_period,sku,status,features,availability,highlights
cooler_046,Cooler,Tản nhiệt khí SEGOTEP Lumos G4-150W ARGB (Only Intel LGA) (SC365N300500),349000,https://phongvu.vn/tan-nhiet-khi-segotep-lumos-g4-150w-argb-only-intel-lga-sc365n300500--s230400168,Segotep,24 tháng,Tản khí,1 x 120 mm,,RGB,Bạc,,,800-1800RPM (±10%),,38.5dB(A),720g,,Nhôm,,,,,,,
cooler_047,Cooler,Bộ 2 Quạt Tản Nhiệt NZXT F140RGB 140mm Twin White,1589000,https://phongvu.vn/bo-2-quat-tan-nhiet-nzxt-f140rgb-140mm-twin-white--s230302825,Nzxt,24 tháng,Quạt,2 x 140 mm,,ARGB,Trắng,,,500 - 1.800 ± 300RPM,24.85 - 89.48 CFM,20 - 32.5 dBA,468g,,,,,,,,,
cooler_048,Cooler,Bộ 3 Quạt Tản Nhiệt ASUS TUF GAMING TF120 ARGB,890000,https://phongvu.vn/bo-3-quat-tan-nhiet-asus-tuf-gaming-tf120-argb--s230302824,Asus,24 tháng,Quạt,3 x 120 mm,,ARGB,Đen,,,1900 rpm (+/-10%),76 CFM,29 dB(A),514g,,,,,,,,,
cooler_049,Cooler,Tản Nhiệt Khí CPU ID-Cooling ARGB White (SE-214-XT),369000,https://phongvu.vn/tan-nhiet-khi-cpu-id-cooling-se-214-xt-argb-white--s220304008,ID-Cooling,24 tháng,Tản khí,1 x 120 mm,"Intel LGA 1700, Intel LGA 1200, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, AMD AM4",ARGB,Trắng,,,500 ± 200 ~ 1500 ± 10% RPM,"68,2CFM","13,8-30,5dB (A)",850g,,Nhôm,,,,,,,
cooler_050,Cooler,Tản Nhiệt Khí CPU ID-COOLING SE-214-XT,369000,https://phongvu.vn/tan-nhiet-khi-cpu-id-cooling-se-214-xt--s220304006,ID-Cooling,24 tháng,Tản khí,1 x 120 mm,"Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, AMD AM4, Intel LGA 1200, Intel LGA 1700",,Đen,,,500 ± 200 ~ 1500 ± 10% RPM,64.8CFM,16-26.6dB(A),810g,,Nhôm,,,,,,,
cooler_051,Cooler,Tản nhiệt nước/ AIO Corsair H100 RGB (CW-9060053-WW),2390000,https://phongvu.vn/tan-nhiet-nuoc-aio-corsair-h100-rgb-cw-9060053-ww--s211105353,Corsair,36 tháng,Tản nước AIO,2 x 120 mm,"Intel LGA 1151-v2, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, Intel LGA 2066, Intel LGA 2011, AMD AM4, Intel LGA 1152, Intel LGA 1200",RGB,Đen,240mm,,,,,0.87 kg,,"Nhôm, Đồng",,,,,,,
cooler_052,Cooler,Quạt CPU CM Hyper 212 Spectrum V2,649000,https://phongvu.vn/quat-cpu-cm-hyper-212-spectrum-v2--s210404614,Cooler Master,12 tháng,Tản khí,1 x 120 mm,"Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, AMD AM4, Intel LGA 1200",RGB,"Đen, Bạc",,,650-1800 RPM ± 5%,62 CFM (Max),8 - 27 dBA,,15.7 cm,"Nhôm, Đồng",,,,,,,
cooler_053,Cooler,Quạt Sama Halo Dual Ring Rainbow RGB,199000,https://phongvu.vn/quat-case-halo-dual-ring-rainbow-rgb-12cm-fan-7-colors-rgb--s1810061,Sama,12 tháng,Quạt,1 x 120 mm,,RGB,Đen,,,,,,,,,,,,,,,
cooler_054,Cooler,Tản khí Cooler Master MasterAir MA621P TR4 Edition,1190000,https://phongvu.vn/quat-cpu-cm-masterair-ma621p-tr4-edition--s19040683,Cooler Master,24 tháng,Tản khí,1 x 120 mm,AMD TR4,RGB,,,,"600 – 1,800 RPM (PWM) ± 10%",53.4 CFM ± 10%,31 dBA (Max),0.87,16.45 cm,"Nhôm, Đồng",,,,,,,
cooler_055,Cooler,Tản nhiệt nước Corsair Hydro Series H100i RGB Platinum SE - Demo,1190000,https://phongvu.vn/tan-nhiet-nuoc-corsair-hydro-series-h100i-rgb-platinum-se-hang-thanh-ly--s250520250--s250520250?selectPromotionId=2443483,Corsair,0 tháng,,,,,,,,,,,,,,Hàng thanh lý - trưng bày live,Bảo hành 1 tháng tại Phong Vũ,200601328.0,"- Sản phẩm đã qua sử dụng - - Bị trầy xước, tróc sơn, móp lưới - - Không hộp và không có phụ kiện","- Dạng tản nhiệt: Tản nước - - Chất liệu: Nhôm, Đồng - - Kích thước quạt: 2 x 120 mm - - Đèn: RGB - - Tốc độ vòng quay tản nhiệt: 2200 RPM - - Lưu lượng không khí: 63 CFM - - Độ ồn: 36 dBA","Cửa hàng 02 Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh",
cooler_056,Cooler,Tản nhiệt khí Xigmatek AIR-KILLER PRO (EN47895) - Demo,149000,https://phongvu.vn/tan-nhiet-khi-xigmatek-air-killer-pro-en47895-hang-trung-bay--s240703817?selectPromotionId=2443482,Xigmatek,0 tháng,,,,,,,,,,,,,,Hàng thanh lý - trưng bày live,Hết bảo hành,220600173.0,"- Sản phẩm bị trầy xước - - Vỏ hộp tốt, đầy đủ phụ kiện",- Dạng tản nhiệt: Tản khí - - Chất liệu: Nhôm - - Kích thước quạt: 1 x 120 mm - - Đèn: ARGB - - Kích thước Radiator: 128 x 76 x 160mm - - Tốc độ vòng quay tản nhiệt: 800 ~ 1800 RPM (PWM) +/- 10% - - Lưu lượng không khí: 82.2 CFM (Max),"Cửa hàng 82 Bạch Đằng, Phường Phước Trung, Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",
cooler_057,Cooler,Quạt CPU Deepcool Captain 120 EX - Demo,49000,https://phongvu.vn/quat-cpu-deepcool-captain-120-ex-cu--s230105861?selectPromotionId=2443480,DeepCool,0 tháng,,,,,,,,,,,,,,Hàng thanh lý - lưu kho,Sản phẩm đã hết bảo hành,1602427.0,"- Sản phẩm đã qua sử dụng, bị trầy xước - - Vỏ hộp xấu,không còn đầy đủ phụ kiện.",- Kích thước tản CPU 92.5 x 93 x 85 mm - - Kích thước Rad 154 x 120 x 27 mm,"Cửa hàng 62 Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Thành phố Hà Nội",- Tương thích:  - + Intel : LGA20XX / LGA1366 / LGA115X - + AMD : AM4 / AM3+ / AM3 / AM2+ / AM2 / FM2+ / FM2 / FM1
cooler_058,Cooler,Tản nhiệt nước/ COOLER MSI MAG CORELIQUID A13 360 Đen,1890000,https://phongvu.vn/tan-nhiet-nuoc-cooler-msi-mag-coreliquid-a13-360-den--s251113507,Msi,36 tháng,Tản nước,3 x 120 mm,"Intel LGA 1700, Intel LGA 1851, AMD AM5, AMD AM4",ARGB,Đen,360mm,3800 RPM ± 10%,,62.6 CFM,20dBA,,,Nhôm,,,,,,,
cooler_059,Cooler,Tản nhiệt nước/ Cooler Asus ROG Ryuo IV 360 ARGB - Hatsune Miku Edition,11290000,https://phongvu.vn/tan-nhiet-nuoc-cooler-asus-rog-ryuo-iv-slc-360-argb--s251101068,Asus,72 tháng,Tản nước,3 x 120 mm,"AMD AM4, AMD AM5, Intel LGA 1851, Intel LGA 1700",ARGB,Đen,394 x 140 x 32 mm,1800 - 3200 +/- 10% RPM,800-2650 +/- 10% RPM,71.44 CFM,39.6 dB(A),1.56,,Nhôm,,,,,,,
cooler_060,Cooler,Tản nhiệt nước/ COOLER Ocypus Sigma L36 PRO - Đen,3690000,https://phongvu.vn/tan-nhiet-nuoc-cooler-ocypus-sigma-l36-pro-den--s250906229,Khác,48 tháng,Tản nước,1 x 120 mm,"Intel LGA 115X, Intel LGA 1200, Intel LGA 1700, Intel LGA 1851, AMD AM4, AMD AM5",ARGB,Đen,397 x 120 x 27mm,3100±10%Vòng/phút,500~2400±10%RPM,77CFM,≤36dB(A),1680g,120mm,Nhôm,,,,,,,
cooler_061,Cooler,Tản nhiệt khí/ Cooler Noctua NH-D9L (AIRNT-NH-D9L),1790000,https://phongvu.vn/tan-nhiet-khi-cooler-noctua-nh-d9l-airnt-nh-d9l--s250800201,Noctua,72 tháng,Tản khí,1 x 92 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 1156, Intel LGA 1155, Intel LGA 1151, Intel LGA 1150, AMD AM5, AMD AM4",,,,,2000 vòng/phút  (+/- 10%) / 1550 vòng/phút LNA (+/- 10%)/ 400 vòng/phút 20% PWM (+/-20%),78.9 m³/h / 62.6 m³/giờ (LNA),< 22.8 dB(A),531g,110 mm,"Đồng, Nhôm",,,,,,,
cooler_062,Cooler,BỘ TẢN NHIỆT NƯỚC NZXT KRAKEN ELITE 420 RGB - V2 - WHITE - 420MM (RL-KR42E-W2),9590000,https://phongvu.vn/bo-tan-nhiet-nuoc-nzxt-kraken-elite-420-rgb-v2-white-420mm-rl-kr42e-w2--s250646011,Nzxt,72 tháng,Tản nước AIO,3 x 420 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 1151-v2, Intel LGA 1155, Intel LGA 1156, AMD AM4, AMD AM5",RGB,Đen,457 x 140 x 27 mm,"500 - 2,000 ± 200 RPM per fan","1,200 - 2,800 ± 300 RPM",98.61 CFM,34.5 dBA,,600 mm,Nhôm,,,,,,,
cooler_063,Cooler,Tản nhiệt nước/ Cooler ASUS ROG RYUO IV SLC 360 ARGB,8990000,https://phongvu.vn/tan-nhiet-nuoc-cooler-asus-rog-ryuo-iv-slc-360-argb--s250633630,Asus,72 tháng,Tản nước,3 x 120 mm,"AMD AM5, AMD AM4, Intel LGA 1851, Intel LGA 1700",ARGB,Đen,394 x 140 x 32 mm,,800-2650 +/- 10% RPM,71.44 CFM,39.6 dB(A),4 kg,200 mm,Nhôm,,,,,,,
cooler_064,Cooler,BỘ TẢN NHIỆT KHÍ CPU ID-COOLING FROZN A620 PRO SE,749000,https://phongvu.vn/bo-tan-nhiet-khi-cpu-id-cooling-frozn-a620-pro-se--s250405294,ID-Cooling,36 tháng,Tản khí,2 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, AMD AM5, AMD AM4",,Đen,120 x 142 x 157mm,,300±200 ~ 2000±10% RPM,58CFM,27.2dB(A) Max,1.7kg,,"Đồng, Nhôm",,,,,,,
cooler_065,Cooler,BỘ TẢN NHIỆT KHÍ CPU ID-COOLING FROZN A620 GDL (Limited Edition),990000,https://phongvu.vn/bo-tan-nhiet-khi-cpu-id-cooling-frozn-a620-gdl-limited-edition--s250405295,ID-Cooling,36 tháng,Tản khí,2 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 115X, AMD AM5, AMD AM4",,Đen,120 x 142 x 157mm,,500~ 2000±10% RPM,78CFM,29.9dB(A) Max,1.4kg,,"Đồng, Nhôm",,,,,,,
cooler_066,Cooler,Tản nhiệt nước Corsair iCUE LINK TITAN 360 RX RGB LCD Black,5690000,https://phongvu.vn/tan-nhiet-nuoc-corsair-icue-link-titan-360-rx-rgb-lcd-black--s250302306,Corsair,72 tháng,Tản nước,3 x 120 mm,"Intel LGA 1851, Intel LGA 1700, AMD AM5, AMD AM4",RGB,Đen,360mm,,300 - 2.100 RPM ±10%,10.4 – 73.5 CFM,10 - 36 dB(A),1.7kg,,"Nhôm, Đồng",,,,,,,
cooler_067,Cooler,Bộ 3 quạt máy tính Corsair iCUE LINK RX120 RGB MAX Black,3315000,https://phongvu.vn/bo-3-quat-may-tinh-corsair-icue-link-rx120-rgb-max-black--s250302287,Corsair,60 tháng,Quạt,3 x 120 mm,,RGB,Đen,120mm,,400 - 2000RPM ±10%,16.3 - 71.3 CFM,10 - 29.5 dBA,0.62kg,,,,,,,,,
cooler_068,Cooler,TẢN NHIỆT CPU ASUS ROG Ryujin III 360 ARGB Extreme,10490000,https://phongvu.vn/tan-nhiet-cpu-asus-rog-ryujin-iii-360-argb-extreme--s250204698,Asus,72 tháng,Tản nước AIO,3 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 1151-v2, Intel LGA 1155, Intel LGA 1156, Intel LGA 1150, AMD AM4, AMD AM5",ARGB,Đen,399.5 x 120 x 30 mm,5100 RPM +/- 10%,0 - 2800 RPM +/- 10%,89.73 CFM,36 dB(A),1.5 kg,400 mm,Nhôm,,,,,,,
cooler_069,Cooler,Bộ tản nhiệt cho CPU của máy vi tính Deepcool AK400 ZERO DARK (R-AK400-BKNNMN-G-2),690000,https://phongvu.vn/bo-tan-nhiet-cho-cpu-cua-may-vi-tinh-deepcool-ak400-zero-dark-r-ak400-bknnmn-g-2--s250115699,DeepCool,24 tháng,Tản khí,1 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, AMD AM5, AMD AM4",,Đen,127×97×155 mm(,,500~1850 vòng/phút±10%,66.47 CFM,≤29 dB(A),661g,,,,,,,,,
cooler_070,Cooler,Tản nhiệt nước MSI MAG CORELIQUID I360 WHITE,3590000,https://phongvu.vn/tan-nhiet-nuoc-msi-ag-coreliquid-i360-white--s241205235,Msi,36 tháng,Tản nước,3 x 120 mm,"Intel LGA 1150, Intel LGA 1151, Intel LGA 1155, Intel LGA 1156, Intel LGA 1200, Intel LGA 1700, Intel LGA 1851, AMD AM5, AMD AM4",ARGB,Trắng,394 x 120 x 27 mm,,,70.7 CFM,20 dBA,,,Nhôm,,,,,,,
cooler_071,Cooler,Tản nhiệt nước MSI MAG CORELIQUID I360,2990000,https://phongvu.vn/tan-nhiet-nuoc-msi-mag-coreliquid-i360--s241205231,Msi,36 tháng,Tản nước,3 x 120 mm,"Intel LGA 1150, Intel LGA 1151, Intel LGA 1155, Intel LGA 1156, Intel LGA 1200, Intel LGA 1700, Intel LGA 1851, AMD AM5, AMD AM4",ARGB,Đen,394 x 120 x 27 mm,,,70.7 CFM,20 dBA,,,Nhôm,,,,,,,
cooler_072,Cooler,BỘ TẢN NHIỆT NƯỚC ID-COOLING FX360 INF ARGB,1590000,https://phongvu.vn/bo-tan-nhiet-nuoc-id-cooling-fx360-inf-argb--s241203150,ID-Cooling,24 tháng,Tản nước,3 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 115X, AMD AM5, AMD AM4",ARGB,Đen,396 × 120 × 27mm,2900 vòng/phút ±10%(PWM),300 ～200 0±10%Vòng/Phút,58CFM,27.2dB(A),2.5 kg,,"Nhôm, Đồng",,,,,,,
cooler_073,Cooler,BỘ TẢN NHIỆT NƯỚC ID-COOLING FX240 INF WHITE,1390000,https://phongvu.vn/bo-tan-nhiet-nuoc-id-cooling-fx240-inf-white--s241203151,ID-Cooling,24 tháng,Tản nước,2 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 115X, AMD AM5, AMD AM4",ARGB,Trắng,276 × 120 × 27 mm,2900 vòng/phút ±10%(PWM),300 ～200 0±10%Vòng/Phút,58CFM,27.2dB(A),2.2 kg,,"Nhôm, Đồng",,,,,,,
cooler_074,Cooler,Bộ tản nhiệt nước NZXT Kraken Elite 360 RGB (Black) V2,8490000,https://phongvu.vn/bo-tan-nhiet-nuoc-nzxt-kraken-elite-360-rgb-black-v2--s241105134,Nzxt,72 tháng,Tản nước,3 x 120 mm,"Intel LGA 1151-v2, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, AMD AM4, Intel LGA 1200, Intel LGA 1700, AMD AM5, Intel LGA 1851",RGB,Đen,401 x 120 x 27 mm,,"500 - 2,400 ± 250 RPM",75.12 CFM,30.00 dBA,1.3 kg,420 mm,Nhôm,,,,,,,
cooler_075,Cooler,Tản nhiệt nước AIO ASUS TUF GAMING LC II 240 ARGB (90RC00U1-M0UAY0),1790000,https://phongvu.vn/tan-nhiet-nuoc-aio-asus-tuf-gaming-lc-ii-240-argb-90rc00u1-m0uay0--s241004803,Asus,72 tháng,Tản nước,2 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 115X, AMD AM5, AMD AM4",ARGB,Đen,120 x 120 x 25 mm,,800 - 2000 RPM +/- 10%,"67 CFM / 113,8 m3h",29 dB,,,Nhôm,,,,,,,
cooler_076,Cooler,Tản nhiệt nước Corsair iCUE LINK TITAN 360 RX RGB Black,4990000,https://phongvu.vn/tan-nhiet-nuoc-corsair-icue-link-titan-360-rx-rgb-black--s241004273,Corsair,72 tháng,Tản nước,3 x 120 mm,"AMD AM4, AMD AM5, Intel LGA 1851, Intel LGA 1700",RGB,Đen,360mm,,300 - 2100 RPM ±10%,10.4 - 73.5 CFM,,1.88 Kg,,Nhôm,,,,,,,
cooler_077,Cooler,Tản nhiệt CPU THERMALTAKE TH280 V2 Ultra snow (LCD),4090000,https://phongvu.vn/tan-nhiet-cpu-thermaltake-th280-v2-ultra-snow-lcd--s241003381,Thermaltake,12 tháng,Tản khí,2 x 140 mm,"Intel LGA 2066, Intel LGA 2011-3, Intel LGA 2011, Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 1156, Intel LGA 1155, Intel LGA 1151, Intel LGA 1150",RGB,Trắng,,PWM 1500~3300 RPM,PWM 500~1800 RPM,"84,32 CFM (một quạt)","34,7dB-A",,,Đồng,,,,,,,
cooler_078,Cooler,Quạt tản nhiệt THERMALTAKE SWAFAN EX14 ARGB White (3pc),2090000,https://phongvu.vn/quat-tan-nhiet-thermaltake-swafan-ex14-argb-white-3pc--s241003382,Thermaltake,12 tháng,Tản khí,3 x 140 mm,,RGB,Trắng,,,PWM 500 ~ 2000 R.P.M,81.6 CFM,,,,,,,,,,,
cooler_079,Cooler,Tản nhiệt nước Master Liquid 360 CORE SI Black (MLW_D36M_A18PA_MK),1890000,https://phongvu.vn/tan-nhiet-nuoc-master-liquid-360-core-si-black-mlw-d36m-a18pa-m1--s241000196,Cooler Master,60 tháng,Tản nước,3 x 120 mm,"Intel LGA 1851, Intel LGA 1700, Intel LGA 1200, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, AMD AM5, AMD AM4",ARGB,Đen,360mm,3000 ±10%,650~1750 ±10%,67.5 CFM,36 dBA,,,Nhôm,,,,,,,
cooler_080,Cooler,Tản nước CPU CoolerMaster Masterliquid 360 Atmos (WTCCM-MLX-D36M-A25PZ-R1),3390000,https://phongvu.vn/tan-nuoc-cpu-coolermaster-masterliquid-360-atmos-wtccm-mlx-d36m-a25pz-r1--s240901739,Cooler Master,60 tháng,Tản nước,3 x 120 mm,"Intel LGA 1700, Intel LGA 1200, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156, AMD AM5, AMD AM4",ARGB,Đen,394 × 119 × 27.2 mm,,690~2500 ± 10% RPM,70.7 CFM,27.2 dBA,,,Nhôm,,,,,,,
cooler_081,Cooler,Tản nhiệt CPU Deepcool ASSASSIN IV (R-ASN4-BKNNMT-G),2590000,https://phongvu.vn/tan-nhiet-cpu-deepcool-assassin-iv-r-asn4-bknnmt-g--s240704402,DeepCool,36 tháng,Tản khí,120mm/140mm,"Intel LGA 2066, Intel LGA 2011-v3, Intel LGA 2011, Intel LGA 1700, Intel LGA 1200, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, AMD AM5, AMD AM4",Có,Đen,144 × 147 × 164 mm,,500~1800 RPM±10% / 500~1700 RPM±10%,"61,25 CFM / 58,06 CFM","≤29,3 dB(A)",1575g,164mm,Nhôm,,,,,,,
cooler_082,Cooler,Quạt case Xigmatek Infinity 120mm Fan - EN44564 (Đen),99000,https://phongvu.vn/quat-case-xigmatek-infinity-120mm-fan-en44564-den--s240702618,Xigmatek,6 tháng,Quạt,1 x 120 mm,,RGB,Đen,120 x 120 x 25 mm,,1200 RPM (±10%),40.60 CFM,,,,,,,,,,,
cooler_083,Cooler,Tản nhiệt nước Xigmatek FENIX 240 - EN42935 (Đen),990000,https://phongvu.vn/tan-nhiet-nuoc-xigmatek-fenix-240-en42935-den--s240702620,Xigmatek,24 tháng,Tản nước,2 x 240 mm,"Intel LGA 1700, Intel LGA 1200, Intel LGA 115X, AMD AM4, AMD AM5",RGB,Đen,277 x 120 x 27mm,600~3000RPM ± 10%,600~1800RPM ± 10%,82.8 CFM,29.8dBA,,,Nhôm,,,,,,,
cooler_084,Cooler,Quạt case Xigmatek Infinity Reverse 120mm Fan -EN44588 (Đen),99000,https://phongvu.vn/quat-case-xigmatek-infinity-reverse-120mm-fan-en44588-den--s240702623,Xigmatek,6 tháng,Quạt,1 x 120 mm,,RGB,Đen,120 x 120 x 25 mm,,1200 RPM (±10%),40.60 CFM,,,,,,,,,,,
cooler_085,Cooler,Bộ tản nhiệt nước ID-COOLING ZOOMFLOW 360-XT ARGB V2,1790000,https://phongvu.vn/bo-tan-nhiet-nuoc-id-cooling-zoomflow-360-xt-argb-v2--s240603349,ID-Cooling,24 tháng,Tản nước,3 x 120 mm,"Intel LGA 2066, Intel LGA 2011, Intel LGA 1700, Intel LGA 1200, Intel LGA 1151, Intel LGA 1150, Intel LGA 1155, Intel LGA 1156",ARGB,Đen,39.7×12 × 2.7 cm,PWM 0-2500RPM,500～1800±10%RPM,82.5CFM,35.2dB(A),,,Nhôm,,,,,,,
