ID,category,name,price,link,brand,warranty,series,use_case,chipset,socket,Kích thước,max_ram_slots,supported_ddr,Hỗ trợ bộ nhớ tối đa,ram_speed,Lưu trữ,m2_slots,Cổng xuất hình,pci_slots,Số cổng USB,lan,Kết nối không dây,audio,led,multi_gpu,mb_tier
mainboard_062,Mainboard,Mainboard MSI MPG MPG Z890 CARBON | DDR5 - Wifi 7,15990000,https://phongvu.vn/mainboard-msi-mpg-mpg-z890-carbon-ddr5-wifi-7--s241003311,Msi,36 tháng,MPG,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,256GB,"9200(O.C), 6400(OC), 4800(JEDEC), 7200(OC)","4 x SATA 3 6Gb/s, 4 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 NVMe,"1 x HDMI, 2 x Thunderbolt 4",3 x PCI-E x16,1 x USB Type C (Tối đa 2) - - 4 x USB 3.2 (Tối đa 14) - - USB 2.0(Tối đa 4),"1 x LAN 2.5Gb/s, 1 x LAN 5Gb/s","Bluetooth 5.4, Wi-Fi 7 (802.11be)",Realtek ALC1220P Codec; 7.1-Channel USB High Defination Audio,RGB,,high
mainboard_063,Mainboard,Mainboard Gigabyte AORUS Z890 AORUS MASTER | DDR5 - Wifi 7,16390000,https://phongvu.vn/mainboard-gigabyte-aorus-z890-aorus-master-ddr5-wifi-7--s241002924,Gigabyte,36 tháng,AORUS,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,256GB,"9500(O.C), 9466(O.C), 9333(O.C), 9200(O.C), 9066(O.C), 8933(O.C), 8800(O.C), 8600(OC), 8400(OC), 8200(O.C.)","4 x M.2 NVMe, 1 x M.2 SATA/NVMe, 4 x SATA 3 6Gb/s",M.2 NVMe,"1 x HDMI, 2 x Thunderbolt 4",3 x PCI Express x16,2 x USB4® USB Type-C (Tối đa 3) - 10 x USB 3.2(Tối đa 14) - 2 x USB 2.0(Tối đa 6),1 x LAN 10Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek® ALC1220 CODEC; ESS ES9118 DAC chip; Support for DTS:X® Ultra; High Definition Audio; 2/4/5.1-channel,RGB,,high
mainboard_064,Mainboard,Mainboard Gigabyte Z890 UD | DDR 5 - WIFI6E,6190000,https://phongvu.vn/mainboard-gigabyte-z890-ud-ddr-5-wifi6e--s241002925,Gigabyte,36 tháng,,Gaming,Z890,LGA1851,ATX,4 khe,DDR5,256GB,"8800(O.C), 8600(OC), 8400(OC), 8266(O.C.), 8200(O.C.), 8000(O.C), 7950(O.C), 7900(O.C), 7800(O.C), 7600(O.C.)","4 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe, 2 x M.2 NVMe",M.2 NVMe,"1 x DisplayPort, 1 x USB Type-C",3 x PCI Express x16;,1 x USB4® USB Type-C (Tối đa 2) - 5 x USB 3.2(Tối đa 7) - 4 x USB 2.0(Tối đa 8),1 x LAN 2.5Gb/s,"Bluetooth 5.3, WiFi 802.11 a/b/g/n/ac/ax",- Realtek® Audio CODEC High Definition Audio 2/4/5.1/7.1-channel,RGB,,high
mainboard_065,Mainboard,Mainboard MSI MAG X870 TOMAHAWK WIFI (DDR5),9790000,https://phongvu.vn/mainboard-msi-mag-x870-tomahawk-wifi--s241002417,Msi,36 tháng,MAG,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,"8400+(OC), 8200+(OC), 8000+(OC), 7800+(OC), 7600(O.C.), 7400(OC), 7200(OC), 7000(OC), 6800(OC), 6600(OC)",4 x SATA 3 6Gb/s,M.2 NVMe,"1 x HDMI, 2 x Type-C/ DisplayPort",3 x PCI-E x16,3 x USB Type C (tối đa 4) 5 x USB 3.2 (tối đa 9) 4 x USB 2.0 (tối đa 8),1 x LAN 5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",Realtek® ALC4080 Codec  -  7.1-Channel USB High Performance Audio,RGB,,high
mainboard_066,Mainboard,Mainboard MSI MPG X870E CARBON WIFI (DDR5),14990000,https://phongvu.vn/mainboard-msi-mpg-x870e-carbon-wifi--s241002410,Msi,36 tháng,MPG,Gaming,X870E,AM5,ATX,4 khe,DDR5,256GB,"8400+(OC), 8200+(OC), 8000+(OC), 7800(OC), 7600(OC), 7400(OC), 7200(OC), 7000(OC), 6800(OC), 6600(OC)","4 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 2 x Type-C/ DisplayPort",3 x PCI-E x16 slot,4 x USB Type C (Tối đa 5) -  9 x USB 3.2 (Tối đa ) -  USB 2.0 (Tối đa 4),"1 x LAN 2.5Gb/s, 1 x LAN 5Gb/s","Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek® ALC4080 Codec 7.1-Channel USB High-Performance Audio,RGB,,high
mainboard_067,Mainboard,Mainboard MSI PRO X870-P WIFI (DDR5),6990000,https://phongvu.vn/mainboard-msi-pro-x870-p-wifi--s241002400,Msi,36 tháng,PRO,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,"8200+(OC), 8000+(OC), 7800(OC), 7600(OC), 7400(O.C.), 7200(OC), 7000(OC), 6800(OC), 6600(OC), 6400(OC)",3 x M.2 NVMe,M.2 NVMe,"1 x HDMI, 1 x Type-C/ DisplayPort",4 x PCI-E x16,2 x USB Type C (tối đa 3) 4 x USB 3.2 (tối đa 6) 4 x USB 2.0 (tối đa 8),1 x LAN 5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",Realtek® ALC897 -  7.1-Channel High Definition Audio,RGB,,high
mainboard_068,Mainboard,Mainboard MSI MEG X870E GODLIKE (DDR5),30990000,https://phongvu.vn/mainboard-msi-meg-x870e-godlike--s241002401,Msi,36 tháng,MEG,Gaming,X870E,AM5,Extended-ATX,4 khe,DDR5,256GB,"8400+(OC), 8200+(OC), 8000+(OC), 7800(OC), 7600(OC), 7400(OC), 7200(OC), 7000(OC), 6800(OC), 6600(OC)","4 x SATA 3 6Gb/s, 5 x M.2 NVMe",M.2 NVMe,,2x PCI-E x16 slot; 1x PCI-E x4 slot,7 x USB Type C (tối đa 9) -  8 x USB 3.2(tối đa 8) -  USB 2.0(tối đa 4),"1 x LAN 10Gb/s, 1 x LAN 5Gb/s","Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek® ALC4082 Codec + ESS9219Q Combo DAC/HPA 7.1-Channel USB High-Performance Audio,RGB,,high
mainboard_069,Mainboard,Mainboard Asus TUF GAMING Z790-PLUS WIFI DDR5,7790000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-tuf-gaming-z790-plus-wifi--s240902071,Asus,36 tháng,TUF,Gaming,Z790,LGA1700,ATX,4 khe,DDR5,128GB,"7200(OC), 7000(OC), 6800(OC), 6600(OC), 6400(OC), 6200(OC), 6000(OC), 5800(OC), 5600(OC), 5400(OC)","4 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",- 1 x PCIe 5.0 x16 slot - - 1 x PCIe 4.0 x16 slot - - 1 x PCIe 4.0 x4 slot - - 2 x PCIe 3.0 x1 slots,- 1 x USB Type-C(Tối đa 3) - - 6 x USB 3.2( tối đa 8) - - 2 x USB 2.0,1 x LAN 2.5Gb/s,WiFi 802.11 a/b/g/n/ac/ax,Realtek S1220A 7.1 Surround Sound High Definition Audio CODEC,RGB,,high
mainboard_070,Mainboard,Mainboard MSI B650M-A PRO WIFI DDR5,4749000,https://phongvu.vn/bo-mach-chinh-mainboard-msi-b650m-a-pro-wifi-ddr5--s240802341,Msi,36 tháng,,Gaming,B650,AM5,Micro-ATX,4 khe,DDR5,256GB,"7200+(OC), 7000(OC), 6800(OC), 6600(OC), 6400(OC), 6200(OC), 6000(OC), 5800(OC), 5600(OC), 5400(OC)","2 x M.2 NVMe, 4 x SATA 3 6Gb/s",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",2 x PCI-E x16; 1 x PCI-E x1,8 x USB 3.1(Tối đa 10) - - USB 2.0(Tối đa 4) - - USB Type C,1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",#NAME?,,,mid
mainboard_071,Mainboard,Mainboard MSI MPG B760I EDGE WF DDR5,4890000,https://phongvu.vn/bo-mach-chinh-mainboard-msi-mpg-b760i-edge-wf--s240403783,Msi,36 tháng,MPG,Gaming,B760,LGA1700,Mini-ITX,2 khe,DDR5,128GB,"7200+(OC), 7000(OC), 6800(OC), 6600(OC), 6400(OC), 6200(OC), 6000(OC), 5800(OC), 5600(JEDEC), 5400(JEDEC)","4 x SATA 3 6Gb/s, 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",1x PCI-E x16,1 x USB Type C (tối đa 2); 5 x USB 3.2(tối đa 7); 2 x USB 2.0 (tối đa 4),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",Realtek ALC897 Codec,,,mid
mainboard_072,Mainboard,Mainboard MSI B760M PROJECT ZERO DDR5,5590000,https://phongvu.vn/bo-mach-chu-mainboard-msi-b760m-project-zero--s240401328,Msi,36 tháng,,Gaming,B760,LGA1700,Micro-ATX,4 khe,DDR5,256GB,"7800+(OC), 7600(OC), 7400(OC), 7200(OC), 7000(O.C.), 6800(OC), 6600(OC), 6400(OC), 6200(OC), 6000(OC)","4 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe, 1 x M.2 NVMe",M.2 SATA/NVMe,"1 x HDMI, 1 x DisplayPort",2x PCI-E x16; 1x PCI-E x1,1 x USB Type C (Tối đa 2) - 3 x USB 3.2(Tối đa 5) - 4 x USB 2.0(Tối đa 8),1 x LAN 2.5Gb/s,"WiFi 802.11 ax, Bluetooth 5.3",Realtek ALC897 Codec,,,high
mainboard_073,Mainboard,Mainboard Gigabyte Z790 A ELITE AX ICE DDR5,9540000,https://phongvu.vn/bo-mach-chinh-mainboard-gigabyte-z790-a-elite-ax-ice--s240101195,Gigabyte,36 tháng,,Gaming,Z790,LGA1700,ATX,4 khe,DDR5,192GB,"7600(O.C.), 7400(O.C.), 7200(O.C.), 7000(O.C.), 6800(O.C.), 6600(O.C.), 6400(O.C.), 6200(O.C.), 6000(O.C.), 5800(O.C.)","6 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",1 x PCI E 5.0 x16;  1 x PCI E 4.0 x16; 1 x PCI E 3.0 x16,1 x USB Type-C (tối đa 2); 5 x USB 3.2 (tối đa 5); 4 x USB 2.0 (tối đa 8),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",Realtek Audio CODEC,RGB,,high
mainboard_074,Mainboard,Mainboard MSi MAG B760M MORTAR WF II DDR5,4490000,https://phongvu.vn/mainboard-msi-mag-b760m-mortar-wf-ddr5--s231103631,Msi,36 tháng,MAG,Gaming,B760,LGA1700,Micro-ATX,4 khe,DDR5,192GB,"7800(O.C), 7600(O.C.), 7400(O.C.), 7200(O.C.), 7000(OC), 6800(OC), 6400(OC), 6200(OC), 6000(OC), 5800(OC)","4 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe, 2 x M.2 NVMe",M.2 SATA/NVMe,"1 x HDMI, 1 x DisplayPort",1x PCI-E x16,1 x USB Type C (Tối đa 2); 4 x USB 2.0 (Tối đa 8); 3 x USB 3.2(Tối đa 6);,1 x LAN 2.5Gb/s,"WiFi 802.11 ax, Bluetooth 5.3",#NAME?,,,mid
mainboard_075,Mainboard,Mainboard GIGABYTE H510M-H V2 (DDR4),1990000,https://phongvu.vn/bo-mach-chu-mainboard-gigabyte-h510m-h-v2--s230803462,Gigabyte,36 tháng,,Gaming,H470,LGA1200,Micro-ATX,2 khe,DDR4,64GB,"2400MHz, 2666MHz, 3000MHz, 3200MHz, 2933MHz, 2133MHz","4 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI, 1 x VGA/D-sub",1 x PCI Express x16; 1 x PCI Express x1,- 4 x USB 2.0 (Tối đa 6) -2 x USB 3.2(Tối đa 4),1 x LAN 1 Gb/s,,Realtek Audio CODEC,,,budget
mainboard_076,Mainboard,Mainboard MSI B760 GAMING PLUS WIFI DDR5,4449000,https://phongvu.vn/bo-mach-chinh-mainboard-msi-b760-gaming-plus-wifi--s230802064,Msi,36 tháng,Gaming,Gaming,B760,LGA1700,ATX,4 khe,DDR5,192GB,"6000MHz, 6800(OC), 6600(OC), 6400(OC), 6200(OC), 5800(OC), 5600(JEDEC), 5400(JEDEC), 5200(JEDEC), 5000(JEDEC)","4 x SATA 3 6Gb/s, 1 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI, 1 x DisplayPort",5 x PCI-E x16,1 x USB 3.2 Type C (Tối đa 2) - 4 x USB 2.0 (Tối đa 8) -2 x USB 3.2(Tối đa 4),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",Realtek ALC897 Codec - 7.1-Channel High Definition - Audio Supports S/PDIF output,,,mid
mainboard_077,Mainboard,Mainboard Asus TUF GAMING B760M-PLUS WIFI D4 (DDR4),3990000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-tuf-gaming-b760m-plus-wifi-d4--s230400166,Asus,36 tháng,TUF,Gaming,B760,LGA1700,Micro-ATX,4 khe,DDR4,128GB,"5333(OC), 5066(OC), 5000(OC), 4800(OC), 4600(OC), 4400(OC), 4266(OC), 4000(OC), 3733(OC), 3600(OC)","4 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",1 x PCIe 5.0 x16; 1 x PCIe 4.0 x16; 1 x PCIe 4.0 x1,1 x USB Type-C(Tối đa 2) - 5 x USB 3.2(Tối đa 7) - 2 x USB 2.0(Tối đa 6),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.2",Realtek 7.1 Surround Sound High Definition Audio CODEC,,,mid
mainboard_078,Mainboard,Mainboard MSI MPG Z790 Edge Wifi DDR4,10490000,https://phongvu.vn/bo-mach-chinh-mainboard-msi-mpg-z790-edge-wifi-ddr4--s230200074,Msi,36 tháng,MPG,"Gaming, Văn phòng, Đồ họa - Kỹ thuật",Z790,LGA1700,ATX,4 khe,DDR4,128GB,"5333MHz, 5200MHz, 5066MHz, 5000MHz, 4800MHz, 4600MHz, 4533MHz, 4400MHz, 4266MHz, 4000MHz","7 x SATA 3 6Gb/s, 4 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",2 x PCI Express x16; 1 x PCI Express x1,- 2 x USB Type-C (Tối đa 3) - 8 x USB 3.2 (Tối đa 10) - USB 2.0(Tối đa 4),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",#NAME?,RGB,,high
mainboard_079,Mainboard,Mainboard Gigabyte B760M AORUS ELITE AX DDR5,4390000,https://phongvu.vn/bo-mach-chinh-mainboard-gigabyte-b760m-aorus-elite-ax--s230100298,Gigabyte,36 tháng,AORUS,"Gaming, Văn phòng, Đồ họa - Kỹ thuật",B760,LGA1700,Micro-ATX,4 khe,DDR5,128GB,"7600MHz, 7400MHz, 7200MHz, 7000MHz, 6800MHz, 6600MHz, 6400MHz, 6200MHz, 6000MHz, 5800MHz","4 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort",2 x PCI Express x16,- 1 x USB Type-C (Tối đa 2) - 4 x USB 3.2 (Tối đa 6) - 4 x USB 2.0(Tối đa 8),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",#NAME?,RGB,AMD CrossFire,mid
mainboard_080,Mainboard,Mainboard GIGABYTE B760M DS3H AX DDR4,3799000,https://phongvu.vn/bo-mach-chinh-mainboard-gigabyte-b760m-ds3h-ax-ddr4--s230100293,Gigabyte,36 tháng,,"Gaming, Văn phòng, Đồ họa - Kỹ thuật",B760,LGA1700,Micro-ATX,4 khe,DDR4,128GB,"5333MHz, 5133MHz, 5000MHz, 4933MHz, 4800MHz, 4700MHz, 4600MHz, 4500MHz, 4400MHz, 4300MHz","4 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 2 x DisplayPort",1 x PCI Express x16; 2 x PCI Express x1,- 1 x USB Type-C - 3 x USB 3.2 (Tối đa 5) - 2 x USB 2.0(Tối đa 6),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",#NAME?,,,mid
mainboard_081,Mainboard,Mainboard MSI MAG Z790 TOMAHAWK WIFI DDR4,8899000,https://phongvu.vn/bo-mach-chinh-mainboard-msi-mag-z790-tomahawk-wifi-ddr4--s221100000,Msi,36 tháng,MAG,"Gaming, Văn phòng, Đồ họa - Kỹ thuật",Z790,LGA1700,ATX,4 khe,DDR4,128GB,"5333MHz, 5133MHz, 5066MHz, 5000MHz, 4800MHz, 4700MHz, 4600MHz, 4500MHz, 4400MHz, 4266MHz","7 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe, 3 x M.2 NVMe",M.2 NVMe,"1 x DisplayPort, 1 x HDMI",2 x PCI-E x16; 1x PCI-E x1,2 x USB Type-C (tối đa 3); 8 x USB 3.2 (tối đa 10); USB 2.0 (tối đa 4),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",Realtek ALC4080 Codec,RGB,,high
mainboard_082,Mainboard,Mainboard Gigabyte Z790 AORUS ELITE AX DDR5,6549000,https://phongvu.vn/bo-mach-chinh-mainboard-gigabyte-z790-aorus-elite-ax--s221003590,Gigabyte,36 tháng,AORUS,"Gaming, Văn phòng, Đồ họa - Kỹ thuật",Z790,LGA1700,ATX,4 khe,DDR5,128GB,"7600MHz, 7400MHz, 7200MHz, 7000MHz, 6800MHz, 6600MHz, 6400MHz, 6200MHz, 6000MHz, 5800MHz","6 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe, 3 x M.2 NVMe",M.2 NVMe,"1 x DisplayPort, 1 x HDMI",3 x PCI E x16,1 x USB Type-C (tối đa 2); 5 x USB 3.2 (tối đa 5); 4 x USB 2.0 (tối đa 8),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",Realtek Audio CODEC,RGB,AMD CrossFire,high
mainboard_083,Mainboard,Mainboard Gigabyte Z790 AERO G DDR5,9399000,https://phongvu.vn/bo-mach-chinh-mainboard-gigabyte-z790-aero-g--s221003589,Gigabyte,36 tháng,,"Gaming, Văn phòng, Đồ họa - Kỹ thuật",Z790,LGA1700,ATX,4 khe,DDR5,128GB,"7600MHz, 7400MHz, 7200MHz, 7000MHz, 6800MHz, 6600MHz, 6400MHz, 6200MHz, 6000MHz, 5800MHz","4 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe, 4 x M.2 NVMe",M.2 NVMe,1 x HDMI,3 x PCI E x16,2 x USB Type-C (tối đa 3); 6 x USB 3.2 (tối đa 8); 2 x USB 2.0 (tối đa 6),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",Realtek ALC1220-VB CODEC,RGB,AMD CrossFire,high
mainboard_084,Mainboard,Mainboard Asrock B660M Steel Legend,4499000,https://phongvu.vn/mainboard-asrock-b660m-steel-legend-ddr4--s220401614,Asrock,36 tháng,Steel Legend,"Gaming, Đồ họa - Kỹ thuật, Doanh nghiệp, Học sinh - Sinh viên",B660,LGA1700,Micro-ATX,4 khe,DDR4,128GB,5000MHz,"4 x SATA 3 6Gb/s, 1 x M.2 NVMe, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI, 1 x DisplayPort","1 PCIe 5.0 x16, 2 PCIe 3.0 x1 1 M.2 Key-E for WiFi",4 x USB 3.2(Tối đa 6) - 2 x USB 2.0(Tối đa 6),1 x LAN 2.5Gb/s,,"Realtek ALC897 7.1 CH HD Audio Codec, Nahimic Audio",,,mid
mainboard_085,Mainboard,Mainboard Msi MEG X870E GODLIKE MAX DDR5,32990000,https://phongvu.vn/bo-mach-chu-mainboard-msi-meg-x870e-godlike-max-ddr5--s260304439,Msi,36 tháng,MEG,Gaming,X870E,AM5,Extended-ATX,4 khe,DDR5,256GB,"9200(O.C), 5600(OC), 5600(JEDEC), 4800(JEDEC)","4 x SATA 3 6Gb/s, 7 x M.2 NVMe",M.2 NVMe,2 x Type-C/ DisplayPort,2 x PCI-E x16 slot -  1 x PCI-E x4 slot,- 7 x USB Type C (tối đa 9) - - USB 2.0 (tối đa 4) - - 8 x USB 3.2 (tối đa 12),"1 x LAN 5Gb/s, 1 x LAN 10Gb/s","Wi-Fi 7 (802.11be), Bluetooth 5.4",Realtek ALC4082 Codec + ESS9219Q Combo DAC/HPA,,,high
mainboard_086,Mainboard,Mainboard Msi H510M PLUS II,1690000,https://phongvu.vn/bo-mach-chinh-mainboard-msi-h510m-plus-ii--s260105693,Msi,36 tháng,,Văn phòng,Z490,LGA1200,Micro-ATX,2 khe,DDR4,64GB,"2933MHz, 2666MHz, 2400MHz, 2133MHz","4 x SATA 3 6Gb/s, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI, 1 x VGA/D-sub",1x PCI-E x16 slot; 1x PCI-E x1 slot,4 x USB 2.0 (Tối đa 8); 2 x USB 3.2 (Tối đa 4),1 x LAN 1 Gb/s,,Realtek® ALC897 Codec,,,budget
mainboard_087,Mainboard,Mainboard Asus ROG STRIX X870-F GAMING WIFI,12890000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-rog-strix-x870-f-gaming-wifi--s250633635,Asus,36 tháng,ROG,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,8000+(OC),"2 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort, 2 x USB Type-C",1 x PCIe 5.0 x16; 1 x PCIe 4.0 x16,- 3 x USB Type-C (Tối đa 4) - 9 x USB 3.2 (Tối đa 13) - USB 2.0 (Tối đa 4),1 x LAN 2.5Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",ROG SupremeFX 7.1 Âm thanh vòm Độ nét cao CODEC ALC4080,,,high
mainboard_088,Mainboard,Mainboard Asus ROG STRIX X870-A GAMING WIFI,11950000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-rog-strix-x870-a-gaming-wifi--s250633628,Asus,36 tháng,ROG,Gaming,X870,AM5,ATX,4 khe,DDR5,256GB,8000+(OC),"2 x SATA 3 6Gb/s, 4 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 1 x DisplayPort, 2 x USB Type-C",1 x PCIe 5.0 x16; 1 x PCIe 4.0 x16,- 3 x USB Type-C (Tối đa 4) - 9 x USB 3.2 (Tối đa 13) - USB 2.0 (Tối đa 4),1 x LAN 2.5Gb/s,"Wi-Fi 7 (802.11be), Bluetooth 5.4",ROG SupremeFX 7.1 Âm Thanh Vòm Độ Nét Cao CODEC ALC4080,,,high
mainboard_089,Mainboard,Mainboard Asus ROG STRIX X870E-E GAMING WIFI,14750000,https://phongvu.vn/bo-mach-chinh-mainboard-asus-rog-strix-x870e-e-gaming-wifi--s250633622,Asus,36 tháng,ROG,Gaming,X870E,AM5,ATX,4 khe,DDR5,256GB,"8000+(OC), 8400+(OC)","4 x M.2 NVMe, 4 x SATA 3 6Gb/s",M.2 NVMe,"2 x USB Type-C, 1 x HDM",1 x PCIe 5.0 x16; 1 x PCIe 4.0 x16,- 4 x USB Type-C (Tối đa 5) - 9 x USB 3.2 (Tối đa 13) - USB 2.0 (Tối đa 6),1 x LAN 5Gb/s,"Bluetooth 5.4, Wi-Fi 7 (802.11be)",ROG SupremeFX 7.1 Âm thanh vòm Độ nét cao CODEC ALC4080,,,high
mainboard_090,Mainboard,Mainboard GIGABYTE B860M DS3H WIFI6E,4490000,https://phongvu.vn/bo-mach-chinh-mainboard-gigabyte-b860m-ds3h-wifi6e--s250116699,Gigabyte,36 tháng,,Gaming,B860,LGA1851,Micro-ATX,4 khe,DDR5,256GB,"9066(O.C), 8800(O.C), 8600(OC), 8400(OC), 8266(O.C.), 8200(O.C.), 8000(O.C), 7950(O.C), 7900(O.C), 7800(O.C)","4 x SATA 3 6Gb/s, 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI, 2 x DisplayPort",4 x PCI Express x16,USB Type-C - 3 x USB 3.2(Tối đa 5) - 3 x USB 2.0(Tối đa 7),1 x LAN 2.5Gb/s,"WiFi 802.11 a/b/g/n/ac/ax, Bluetooth 5.3",Realtek® Audio CODEC High Definition Audio 2/4/5.1/7.1-channel,RGB,,mid
mainboard_091,Mainboard,Mainboard GIGABYTE B850M AORUS ELITE WIFI6E ICE,6990000,https://phongvu.vn/bo-mach-chinh-mainboard-gigabyte-b850m-a-elt-wf6e-ice--s250116700,Gigabyte,36 tháng,AORUS,Gaming,B850,AM5,Micro-ATX,4 khe,DDR5,256GB,"8200(O.C.), 8000(O.C), 7950(O.C), 7900(O.C), 7600(O.C.), 7800(O.C), 7400(O.C.), 7200(O.C.), 7000(O.C.), 6800(O.C.)","6 x M.2 NVMe, 4 x SATA 3 6Gb/s",M.2 SATA/NVMe,"1 x HDMI, 1 x DisplayPort",2 x PCI Express x16,- 1 x USB Type-C (Tối đa 2) - 7 x USB 3.2(Tối đa 9) - 4 x USB 2.0(Tối đa 8),1 x LAN 2.5Gb/s,"Bluetooth 5.3, WiFi 802.11 a/b/g/n/ac/ax",Realtek® Audio CODEC -  High Definition Audio -  2/4/5.1/7.1-channel,RGB,NVIDIA SLI,high
