ID,category,name,price,link,brand,warranty,model_name,part_number,series,color,Công suất tối đa,Hiệu suất,modular,form_factor,Số cổng cắm,Quạt làm mát,Nguồn đầu vào,Khối lượng,Kích thước,pfc,protection_cert,Nhiệt độ môi trường hoạt động lý tưởng của nguồn,power_factor,tier,warranty_period,sku,status,features,availability,led,warranty_desc,wattage_w,psu_tier
psu_055,PSU,Nguồn máy tính Nzxt C1200 - 1200W - 80 Plus Gold - Full Modular (PA-2G2BB-EU),4990000,https://phongvu.vn/nguon-may-tinh-nzxt-1200w-gold-atx-3-1-v2-black--s241106198,Nzxt,120 tháng,C1200,PA-2G2BB-EU,,Đen,1200W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 1 x 8-pin (4+4) CPU, 1 x 8-pin CPU, 3 x 8-pin (6+2) PCIE, 1 x 16-pin (12+4) PCIE, 12 x SATA, 4 x Peripheral (4-pin)",1 x 135 mm,200 - 240VAC,2.5kg,135 x 135 x 25 mm,Active,"FCC, Canada, CE, CB, UKCA, CCC, BSMI, BIS, RCM, UAE",50 độ C,0.99,,,,,,,,,1200.0,extreme
psu_056,PSU,Nguồn máy tính Nzxt C1500 - 1500W - 80 Plus Platinum - Full Modular (PA-5P1BB-EU),8990000,https://phongvu.vn/nguon-may-tinh-nzxt-1500w-platinum-atx-3-1-v2-black--s241106195,Nzxt,120 tháng,C1500,PA-5P1BB-EU,,Đen,1500W,80 Plus Platinum,Full Modular,ATX,"1 x 24-pin Main, 1 x 8-pin (4+4) CPU, 1 x 8-pin CPU, 6 x 8-pin (6+2) PCIE, 2 x 16-pin (12+4) PCIE, 12 x SATA, 4 x Peripheral (4-pin)",1 x 140 mm,200 - 240VAC,2.9kg,140 x 140 x 25 mm,Active,"FCC, Canada, CE, CB, UKCA, CCC, BSMI, BIS, RCM, UAE",50 độ C,0.99,,,,,,,,,1500.0,extreme
psu_057,PSU,Nguồn máy tính Nzxt C1000 - 1000W - 80 Plus Gold - Full Modular (PA-1G2BB-EU),4590000,https://phongvu.vn/nguon-may-tinh-nzxt-1000w-gold-atx-3-1-v2-black--s241106191,Nzxt,120 tháng,C1000,PA-1G2BB-EU,,Đen,1000W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 1 x 8-pin (4+4) CPU, 1 x 8-pin CPU, 3 x 8-pin (6+2) PCIE, 1 x 16-pin (12+4) PCIE, 12 x SATA, 4 x Peripheral (4-pin)",1 x 135 mm,200 - 240VAC,2.5kg,135 x 135 x 25 mm,Active,"FCC, Canada, CE, CB, UKCA, CCC, BSMI, BIS, RCM, UAE",50 độ C,0.99,,,,,,,,,1000.0,high
psu_058,PSU,Nguồn máy tính Nzxt C1200 - 1200W - 80 Plus Gold - Full Modular (PA-2G2BW-EU),5090000,https://phongvu.vn/nguon-may-tinh-nzxt-1200w-gold-atx-3-1-v2-white--s241106188,Nzxt,120 tháng,C1200,PA-2G2BW-EU,,Trắng,1200W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 1 x 8-pin (4+4) CPU, 1 x 8-pin CPU, 3 x 8-pin (6+2) PCIE, 1 x 16-pin (12+4) PCIE, 12 x SATA, 4 x Peripheral (4-pin)",1 x 135 mm,200 - 240VAC,2.5kg,135 x 135 x 25 mm,Active,"FCC, Canada, CE, CB, UKCA, CCC, BSMI, BIS, RCM, UAE",50 độ C,0.99,,,,,,,,,1200.0,extreme
psu_059,PSU,Nguồn máy tính Nzxt C850 - 850W - 80 Plus Gold - Full Modular (PA-8G2BB-EU),3349000,https://phongvu.vn/nguon-may-tinh-nzxt-850w-gold-atx-3-1-v2-black--s241106184,Nzxt,120 tháng,C850,PA-8G2BB-EU,,Đen,850W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 1 x 8-pin (4+4) CPU, 1 x 8-pin CPU, 3 x 8-pin (6+2) PCIE, 1 x 16-pin (12+4) PCIE, 12 x SATA, 4 x Peripheral (4-pin)",1 x 135 mm,100 - 240VAC,2.5kg,135 x 135 x 25 mm,Active,"FCC, Canada, CE, CB, UKCA, CCC, BSMI, BIS, RCM, UAE",50 độ C,0.99,,,,,,,,,850.0,high
psu_060,PSU,Nguồn máy tính Gigabyte GP-AE1000PM PG5 ICE - 1000W - 80 Plus Platinum - Full Modular,6749000,https://phongvu.vn/nguon-may-tinh-gigabyte-gp-ae1000pm-pg5-ice-1000w--s241004128,Gigabyte,36 tháng,GP-AE1000PM PG5 ICE,,,Trắng,1000W,80 Plus Platinum,Full Modular,ATX,"1 x 20+4 pin MB, 2 x 8-pin (4+4) EPS, 1 x 16-pin PCIE, 6 x 8-pin (6+2) PCIE, 8 x SATA, 4 x Peripheral (4-pin)",1 x 120 mm,100 - 240VAC,,150 x 140 x 86mm,Active,"OVP, OPP, SCP, UVP, OCP, OTP",,,,,,,,,,,1000.0,high
psu_061,PSU,Nguồn máy tính Corsair RM850x - 80 Plus Gold - Full Modul (CP-9020270-NA),3590000,https://phongvu.vn/nguon-may-tinh-corsair-rm850x-80-plus-gold-full-modul-cp-9020270-na--s241002951,Corsair,120 tháng,RM850x,CP-9020270-NA,RMx,Đen,850W,80 Plus Gold,Full Modular,ATX,"10 x SATA, 6 x 8-pin (6+2) PCIE, 2 x 8-pin (4+4) EPS, 1 x Floppy",1 x 140 mm,100 - 240VAC,3.38kg,150 x 86 x 160 (mm),Active,"OVP, SCP, OTP, UVP, OPP",,,,,,,,,,,,unknown
psu_062,PSU,Nguồn máy tính GIGABYTE GP-P650SS ICE - 650W - 80 Plus Silver,1290000,https://phongvu.vn/nguon-may-tinh-gigabyte-gp-p650ss-ice-650w--s240705165,Gigabyte,36 tháng,GP-P650SS ICE,,,Trắng,650W,80 Plus Silver,không hỗ trợ,ATX,"1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 3 x Peripheral (4-pin), 5 x SATA, 2 x 8-pin (6+2) PCIE",1 x 120 mm,155 - 240VAC,1.5 kg,150 x 140 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,0.9,,,,,,,,,650.0,mid
psu_063,PSU,Nguồn máy tính Corsair RM850x Shift White CP-9020274-NA - 850W - 80 Plus Gold - Full Modular (CP-9020274-NA),3890000,https://phongvu.vn/nguon-may-tinh-psu-corsair-rm850x-shift-white-cp-9020274-na-850w-80-plus-gold-full-modular-atx-trang--s240703006,Corsair,120 tháng,RM850x Shift White CP-9020274-NA,CP-9020274-NA,RMx,Trắng,850W,80 Plus Gold,Full Modular,ATX,"2 x 8-pin (4+4) EPS, 6 x 8-pin (6+2) PCIE, 12 x SATA, 1 x 24-pin Main, 1 x Floppy",1 x 140 mm,100 - 240VAC,3.2kg,18 x 15 x 8.7 cm,Active,,,,,,,,,,,,850.0,high
psu_064,PSU,Nguồn máy tính CORSAIR RM1200x Shift White 80 Plus Gold - 1200W - 80 Plus Gold - Full Modular (CP-9020276-NA),5890000,https://phongvu.vn/nguon-may-tinh-corsair-rm1200x-shift-white-80-plus-gold-full-modul-cp-9020276-na--s240700612,Corsair,120 tháng,RM1200x Shift White 80 Plus Gold,CP-9020276-NA,RMx,Trắng,1200W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 1 x 16-pin (12+4) PCIE, 6 x 8-pin (6+2) PCIE, 16 x SATA, 4 x PATA",1 x 140 mm,100 - 240VAC,3.9kg,15 x 16 x 8.6 cm,Active,,,,,,,,,,,,1200.0,extreme
psu_065,PSU,Nguồn máy tính Thermaltake TOUGHPOWER GF A3 Snow - 1050W - 80 Plus Gold - Full Modular,4390000,https://phongvu.vn/nguon-may-tinh-thermaltake-toughnguon-may-tinh-gf-a3-1050w-snow-trang-atx-3-0--s240302575,Thermaltake,120 tháng,TOUGHPOWER GF A3 Snow,,,Trắng,1050W,80 Plus Gold,Full Modular,ATX,"1 x 16-pin (12+4) PCIE, 5 x 8-pin (6+2) PCIE, 1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 8 x Peripheral (4-pin), 1 x Floppy, 8 x SATA",1 x 120 mm,100 - 240VAC,150 x 86 x 140 mm,1 kg,Active,"OVP, SCP, OPP, OTP, UVP, OCP",45 độ C,,,,,,,,,,1050.0,extreme
psu_066,PSU,Nguồn máy tính Asus ROG-THOR-1600T-GAMING 1600W PLATINUM - 1600W - 80 Plus Titanium,18990000,https://phongvu.vn/nguon-may-tinh-asus-rog-thor-1600t-gaming-1600w-platinum-den-90ye00k0-b0aa00--s231203196,Asus,120 tháng,ROG-THOR-1600T-GAMING 1600W PLATINUM,90YE00K0-B0AA00,ROG,Đen,1600W,80 Plus Titanium,không hỗ trợ,ATX,"1 x 20/24-pin Main, 2 x 8-pin (4+4) EPS, 1 x 16-pin PCIE, 10 x 8-pin (6+2) PCIE, 12 x SATA, 6 x Peripheral (4-pin)",1 x 135 mm,100 - 240VAC,2.69kg,19 x 15 x 8.6 cm,,"OPP, OVP, UVP, SCP, OCP, OTP",,,,,,,,,ARGB,,1600.0,extreme
psu_067,PSU,Nguồn máy tính Asus ROG STRIX 1000G AURA GAMING - 1000W - 80 Plus Gold,6490000,https://phongvu.vn/nguon-may-tinh-asus-rog-strix-1000g-aura-gaming-den-90ye00p1-bvaa00--s231203195,Asus,120 tháng,ROG STRIX 1000G AURA GAMING,90YE00P1-BVAA00,ROG,Đen,1000W,80 Plus Gold,không hỗ trợ,ATX,"1 x 20/24-pin Main, 2 x 8-pin (4+4) EPS, 1 x 16-pin PCIE, 4 x 8-pin PCIE, 5 x SATA, 4 x Peripheral (4-pin)",1 x 135 mm,100 - 240VAC,3.03 k,18 x 15 x 8.6 cm,,"OPP, OVP, UVP, SCP, OCP, OTP",,,,,,,,,ARGB,,1000.0,high
psu_068,PSU,Nguồn máy tính Corsair HX1500i - 1500W - 80 Plus Platinum - Full Modular (CP-9020261-NA),9999000,https://phongvu.vn/nguon-may-tinh-corsair-hx1500i-2023-cp-9020261-na--s231103304,Corsair,120 tháng,HX1500i,CP-9020261-NA,HXI Series,Đen,1500W,80 Plus Platinum,Full Modular,ATX,"3 x 8-pin (4+4) EPS, 16 x SATA, 1 x USB Type-C, 9 x 8-pin (6+2) PCIE",1 x 140 mm,100 - 240VAC,2.4kg,20 x 15 x 8.6 cm,,"OPP, OVP, SCP, OTP, OCP",,,,,,,,,,,1500.0,extreme
psu_069,PSU,Nguồn máy tính MSI A750BN PCIE5 - 750W - 80 Plus - Non Modular (306-7ZP2C11-CE0),1590000,https://phongvu.vn/nguon-may-tinh-msi-mag-a750bn-pcie5-306-7zp2c11-ce0--s231103289,Msi,60 tháng,MAG A750BN PCIE5,306-7ZP2C11-CE0,MAG,Đen,750W,80 Plus Bronze,không hỗ trợ,ATX,"1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 2 x 8-pin (6+2) PCIE, 5 x SATA, 2 x MOLEX (4-pin), 1 x FDD (4-pin), 1 x 16-pin PCIE 5.0",1 x 120 mm,100 - 240VAC,2.5kg,140 x 150 x 86 mm,Active,"OCP, OVP, OPP, OTP, SCP",,,,,,,,,,,750.0,mid
psu_070,PSU,"Nguồn máy tính/ PSU MSI MAG A750GL PCIE5 80 PLUS Gold, Full Modular (306-7ZP8B11-CE0)",2690000,https://phongvu.vn/nguon-may-tinh-msi-mag-a750gl-pcie5-80-plus-gold-full-modular-306-7zp8b11-ce0--s230802066,Msi,60 tháng,MAG A750GL,306-7ZP8B11-CE0,MAG,Đen,750W,80 Plus Gold,Full Modular,ATX,"1 x 16-pin PCIE 5.0, 1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 8 x SATA, 1 x FDD (4-pin), 3 x 8-pin (6+2) PCIE",1 x 120 mm,100 - 240VAC,1 Kg,140 x 150 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,,,,,,,,,,,unknown
psu_071,PSU,Nguồn máy tính Msi MPG A850G PCIE5 - 850W - 80 Plus Gold - Full Modular,3290000,https://phongvu.vn/nguon-may-tinh-msi-mpg-a850g-pcie5-80-plus-gold-full-modullar--s230702769,Msi,60 tháng,MPG A850G PCIE5,,,Đen,850W,80 Plus Gold,Full Modular,ATX,"2 x 8-pin (4+4) EPS, 8 x SATA, 1 x FDD (4-pin), 6 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 135 mm,100 - 240VAC,1 kg,150 x 150 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,,,,,,,,,,850.0,high
psu_072,PSU,Nguồn máy tính Cooler Master Elite NEX 230V PN700 - 700W -,1050000,https://phongvu.vn/nguon-may-tinh-cooler-master-elite-nex-230v-pn700-mpw-7001-acbk-p--s230603858,Cooler Master,36 tháng,Elite NEX 230V PN700,MPW-7001-ACBK-P,,Đen,700W,,không hỗ trợ,ATX,"1 x 8-pin (4+4) EPS, 5 x SATA, 3 x Peripheral (4-pin), 2 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 120 mm,200 - 240VAC,,140 x 150 x 86 mm,Active,"OPP, OVP, SCP, OTP",40 độ C,,,,,,,,,,700.0,mid
psu_073,PSU,Nguồn máy tính/ PSU Cooler Master Elite NEX 230V PN500 (MPW-5001-ACBK-P),829000,https://phongvu.vn/nguon-may-tinh-cooler-master-elite-nex-230v-pn500-mpw-5001-acbk-p--s230603856,Cooler Master,36 tháng,Elite NEX 230V PN500,MPW-5001-ACBK-P,,Đen,500W,,không hỗ trợ,ATX,"1 x 8-pin (4+4) EPS, 4 x SATA, 2 x Peripheral (4-pin), 1 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 120 mm,200 - 240VAC,,140 x 150 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP",40 độ C,,,,,,,,,,,unknown
psu_074,PSU,Nguồn máy tính Gigabyte UD850GM - 850W - 80 Plus Gold - Full Modular (GP-UD850GM),2790000,https://phongvu.vn/nguon-may-tinh-gigabyte-ud850gm-850w-80-plus-gold-full-modular-gp-ud850gm--s230402691,Gigabyte,36 tháng,UD850GM,GP-UD850GM,,Đen,850W,80 Plus Gold,Full Modular,ATX,"8 x SATA, 3 x Peripheral (4-pin), 4 x 8-pin (6+2) PCIE, 1 x 24-pin Main, 2 x 8-pin (4+4) CPU, 1 x Floppy",1 x 120 mm,100 - 240VAC,1.5Kg,150 x 140 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,,,,,,,,,,850.0,high
psu_075,PSU,Nguồn máy tính Gigabyte UD1000GM - 1000W - 80 Plus Gold - Full Modular,4290000,https://phongvu.vn/nguon-may-tinh-gigabyte-ud1000gm-1000w-80-plus-gold-gp-ud1000gm--s230402456,Gigabyte,36 tháng,UD1000GM,,,Đen,1000W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 6 x 8-pin (6+2) PCIE, 8 x SATA, 4 x Peripheral (4-pin), 1 x Floppy",1 x 120 mm,100 - 240VAC,1.5Kg,150 x 140 x 86 mm,Active,"OPP, SCP, OTP, UVP, OCP, OVP",,,,,,,,,,,1000.0,high
psu_076,PSU,Nguồn máy tính Cooler Master MPE-C501-AFCAG - 1250W - 80 Plus Gold - Full Modular (MPE-C501-AFCAG-3),5290000,https://phongvu.vn/nguon-may-tinh-nguon-may-tinh-cooler-master-mwe-gold-v2-fully-modular-1250w-a-eu-cable-atx3-0-mpe-c501-afcag-3eu--s230400848,Cooler Master,120 tháng,MPE-C501-AFCAG,MPE-C501-AFCAG-3,MWE,Đen,1250W,80 Plus Gold,Full Modular,ATX,"1 x 8-pin (4+4) EPS, 4 x Peripheral (4-pin), 3 x 8-pin (6+2) PCIE, 12 x SATA, 1 x 24-pin Main, 1 x 12VHPWR Connector",1 x 140 mm,100 - 240VAC,1.8kg,180 x 150 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,,,,,,,,,,1250.0,extreme
psu_077,PSU,Nguồn máy tính Gigabyte GP-UD850GM-PG5 - 850W - 80 Plus Gold - Full Modular (GP-UD850GM-PG5),3290000,https://phongvu.vn/nguon-may-tinh-gigabyte-850w-pcie5-80-plus-gold-full-modular-gp-ud850gm-pg5--s230304995,Gigabyte,36 tháng,GP-UD850GM-PG5,GP-UD850GM-PG5,,Đen,850W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 1 x 16-pin (12+4) PCIE, 2 x 8-pin (6+2) PCIE, 8 x SATA, 4 x Peripheral (4-pin), 1 x Floppy",1 x 120 mm,100 - 240VAC,1.5 kg,150 x 140 x 86 mm,Active,,,,,,,,,,,,850.0,high
psu_078,PSU,Nguồn máy tính Corsair RM1200x Shift - 1200W - 80 Plus Gold - Full Modular (CP-9020254-NA),6790000,https://phongvu.vn/nguon-may-tinh-corsair-rm1200x-shift-80-plus-gold-full-modul-cp-9020254-na--s230302801,Corsair,120 tháng,RM1200x Shift,CP-9020254-NA,RMx,Đen,1200W,80 Plus Gold,Full Modular,ATX,"1 x 24-pin Main, 2 x 8-pin (4+4) EPS, 1 x 16-pin (12+4) PCIE, 8 x 8-pin (6+2) PCIE, 16 x SATA, 8 x PATA",1 x 140 mm,100 - 240VAC,2 kg,18 x 15 x 8.6 cm,Active,,,,,,,,,,,,1200.0,extreme
psu_079,PSU,Nguồn máy tính Corsair RM1000x Shift - 1000W - 80 Plus Gold - Full Modular (CP-9020253-NA),5299000,https://phongvu.vn/nguon-may-tinh-corsair-rm1000x-shift-80-plus-gold-full-modul-cp-9020253-na--s230302800,Corsair,120 tháng,RM1000x Shift,CP-9020253-NA,RMx,Đen,1000W,80 Plus Gold,Full Modular,ATX,"16 x SATA, 7 x 8-pin (6+2) PCIE, 1 x 24-pin Main, 2 x 8-pin (4+4) EPS",1 x 140 mm,100 - 240VAC,1.9 kg,18 x 15 x 8.6 cm,Active,,,,,,,,,,,,1000.0,high
psu_080,PSU,Nguồn máy tính Corsair RM850x Shift - 850W - 80 Plus Gold - Full Modular (CP-9020252-NA),3899000,https://phongvu.vn/nguon-may-tinh-corsair-rm850x-shift-80-plus-gold-full-modul-cp-9020252-na--s230302799,Corsair,120 tháng,RM850x Shift,CP-9020252-NA,RMx,Đen,850W,80 Plus Gold,Full Modular,ATX,"2 x 8-pin (4+4) EPS, 6 x 8-pin (6+2) PCIE, 12 x SATA, 1 x 24-pin Main, 1 x Floppy",1 x 140 mm,100 - 240VAC,1.7 kg,18 x 15 x 8.6 cm,Active,,,,,,,,,,,,850.0,high
psu_081,PSU,Nguồn máy tính Msi MPG A1000G - 1000W - 80 Plus Gold - Full Modular,4599000,https://phongvu.vn/nguon-may-tinh-msi-mpg-a1000g--s230100371,Msi,120 tháng,MPG A1000G,,,Đen,1000W,80 Plus Gold,Full Modular,ATX,"2 x 8-pin (4+4) EPS, 1 x FDD (4-pin), 7 x 8-pin (6+2) PCIE, 12 x SATA, 1 x 24-pin Main",1 x 135 mm,100 - 240VAC,800 g,150 x 150 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,,,,,,,,,,1000.0,high
psu_082,PSU,Nguồn máy tính DeepCool PK650D - 650W - 80 Plus Bronze,1209000,https://phongvu.vn/nguon-may-tinh-deepcool-pk650d-650w-80-plus-bronze--s221201192,DeepCool,36 tháng,PK650D,R-PK650D-FA0B,,Đen,650W,80 Plus Bronze,không hỗ trợ,ATX,"2 x 8-pin (4+4) EPS, 7 x SATA, 4 x Peripheral (4-pin), 2 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 120 mm,100 - 240VAC,1200g,150 × 140 × 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",40 độ C,,,,,,,,,,650.0,mid
psu_083,PSU,Nguồn máy tính DeepCool DA500 - 500W - 80 Plus Bronze,899000,https://phongvu.vn/nguon-may-tinh-deepcool-da500-500w-80-plus-bronze--s221201191,DeepCool,36 tháng,DA500,DP-BZ-DA500N,,Đen,500W,80 Plus Bronze,không hỗ trợ,ATX,"5 x SATA, 3 x Peripheral (4-pin), 1 x 8-pin (6+2) PCIE, 1 x 24-pin Main, 1 x 8-pin (4+4) CPU",1 x 120 mm,100 - 240VAC,1.2Kg,150 × 140 × 86 mm,Active,"OPP, OVP, SCP, UVP",,,,,,,,,,,500.0,budget
psu_084,PSU,Nguồn máy tính Thermaltake Toughpower GF3 - 1200W - 80 Plus Gold - Full Modular,6290000,https://phongvu.vn/nguon-may-tinh-thermaltake-toughnguon-may-tinh-gf3-1200w-fully-modular-full-range-80-plus-gold-pcie-5-0-atx-3-0--s221201186,Thermaltake,120 tháng,Toughpower GF3,,,Đen,1200W,80 Plus Gold,Full Modular,ATX,"1 x 8-pin PCIE, 4 x Peripheral (4-pin), 4 x 8-pin (6+2) PCIE, 12 x SATA, 1 x 24-pin Main, 1 x 8-pin (4+4) CPU, 1 x 16-pin (12+4) PCIE",1 x 135 mm,100 - 240VAC,1.88 KG,150 x 86 x 160 mm,Active,"OVP, OPP, SCP, OTP, OCP",,,,,,,,,,,1200.0,extreme
psu_085,PSU,Nguồn máy tính Thermaltake Smart BM2 - 550W - 80 Plus Bronze - Semi Modular,2090000,https://phongvu.vn/nguon-may-tinh-thermaltake-smart-bm2-550w-semi-modular-full-range-80-plus-bronze--s221201181,Thermaltake,60 tháng,Smart BM2,,,Đen,550W,80 Plus Bronze,Semi Modular,ATX,"6 x SATA, 4 x Peripheral (4-pin), 1 x FDD (4-pin), 2 x 8-pin (6+2) PCIE, 1 x 24-pin Main, 2 x 8-pin (4+4) CPU",1 x 120 mm,100 - 240VAC,2.5 kg,150 x 86 x 160 mm,Active,"OPP, OVP, OTP, OCP",,,,,,,,,,,550.0,budget
psu_086,PSU,Nguồn/ Power Adata XPG Pylon 550W Bronze (PYLON550B-BKCEU),1090000,https://phongvu.vn/nguon-may-tinh-adata-xpg-pylon-550w-bronze-pylon550b-bkccn--s221101522,Adata,36 tháng,XPG Pylon 550W Bronze,PYLON550B-BKCEU,,Đen,550W,80 Plus Bronze,không hỗ trợ,ATX,"1 x 24-pin Main, 1 x 8-pin (4+4) EPS, 2 x 8-pin (6+2) PCIE, 5 x SATA",1 x 120 mm,100 - 240VAC,1.8 kg,150 x 140 x 86 mm,,"OCP, OVP, UVP, OPP, SCP, OTP, NLO, SIP",,,,,,,,,,,550.0,budget
psu_087,PSU,Nguồn máy tính Segotep AN650W White - 650W - 80 Plus,1149000,https://phongvu.vn/nguon-may-tinh-segotep-sg-750a-650w-80-plus-white-313011005020--s220801968,Segotep,36 tháng,AN650W White,,,Trắng,650W,80 Plus,không hỗ trợ,ATX,"2 x 8-pin (4+4) EPS, 3 x SATA, 2 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 120 mm,150- 264VAC,1.51 kg,15 x 14 x 8.5 cm,Active,"OPP, OVP, SCP, UVP, OCP",45 độ C,,,,,,,,,,650.0,mid
psu_088,PSU,Nguồn máy tính/ PSU SEGOTEP AN650W 650W 80 Plus (SG-750A-Black),1199000,https://phongvu.vn/nguon-may-tinh-segotep-sg-750a-650w-80-plus-black-313011005000--s220801967,Segotep,36 tháng,AN650W,,,Đen,650W,80 Plus,không hỗ trợ,ATX,"2 x 8-pin (4+4) EPS, 3 x SATA, 2 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 120 mm,150- 264VAC,1.51 kg,15 x 14 x 8.5 cm,Active,"OPP, OVP, SCP, UVP, OCP",45 độ C,,,,,,,,,,650.0,mid
psu_089,PSU,Nguồn máy tính Msi MPG A850GF - 850W - 80 Plus Gold - Full Modular (306-7ZP0C12-CE0),3280000,https://phongvu.vn/nguon-may-tinh-msi-mpg-a850gf-306-7zp0c12-ce0--s220610408,Msi,120 tháng,MPG A850GF,306-7ZP0C12-CE0,,Đen,850W,80 Plus Gold,Full Modular,ATX,"2 x 8-pin (4+4) EPS, 8 x SATA, 4 x Peripheral (4-pin), 6 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 140 mm,100 - 240VAC,160 x 150 x 86 mm,,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,,,,,,,,,,850.0,high
psu_090,PSU,Nguồn máy tính Msi MPG A750GF WHITE - 750W - 80 Plus Gold - Full Modular,3150000,https://phongvu.vn/nguon-may-tinh-msi-mpg-a750gf-white--s220610400,Msi,120 tháng,MPG A750GF WHITE,,,Trắng,750W,80 Plus Gold,Full Modular,ATX,"2 x 8-pin (4+4) EPS, 8 x SATA, 4 x Peripheral (4-pin), 6 x 8-pin (6+2) PCIE, 1 x 24-pin Main",1 x 140 mm,100 - 240VAC,,160 x 150 x 86 mm,Active,"OPP, OVP, SCP, OTP, UVP, OCP",,,,,,,,,,,750.0,mid
psu_091,PSU,Nguồn máy tính Asus TUF GAMING 750W BRONZE - 750W - 80 Plus Bronze,2350000,https://phongvu.vn/nguon-may-tinh-asus-tuf-gaming-750w-bronze-sp005627--s220610028,Asus,72 tháng,TUF GAMING 750W BRONZE,SP005627,ROG,Đen,750W,80 Plus Bronze,không hỗ trợ,ATX,"1 x 20/24-pin Main, 2 x 8-pin (4+4) CPU, 4 x 8-pin (6+2) PCIE, 8 x SATA, 4 x Peripheral (4-pin)",1 x 135 mm,100 - 240VAC,2.2kg,150 x 150 x 86 mm,Active,"OPP, OVP, UVP, SCP, OCP, OTP",60 độ C,,,,,,,,,,750.0,mid
